taxid,name,rank
"63463","Araujia sericifera","species"
"126745","Funastrum","genus"
"126746","Funastrum clausum","species"
"126747","Cynanchum","genus"
"184271","Araujia hortorum","species"
"52831","Hoya","genus"
"206227","Hoya carnosa","species"
"276787","Araujia angustifolia","species"
"276813","Morrenia","genus"
"276814","Araujia odorata","species"
"1167121","Hoya coronaria","species"
"63477","Matelea","genus"
"1620147","Matelea floridana","species"
"9434","Myotis","genus"
"109482","Myotis blythii","species"
"7182","Psorophora","genus"
"190765","Ochlerotatus","genus"
"1285602","Ochlerotatus fulvus","species"
"2290931","Stenosarchaea group","clade"
"28890","Euryarchaeota","phylum"
"183963","Halobacteria","class"
"1644055","Haloferacales","order"
"1963271","Halorubraceae","family"
"56688","Halorubrum","genus"
"2248","Halorubrum saccharovorum","species"
"55153","Sciuridae","family"
"1141645","Urocitellus","genus"
"9999","Urocitellus parryii","species"
"259022","Urocitellus parryii kennicottii","genome"
"115440","Areca","genus"
"184783","Areca catechu","species"
"121588","Grammomys","genus"
"121589","Grammomys sp.","species"
"119060","Burkholderiaceae","family"
"48736","Ralstonia","genus"
"305","Ralstonia solanacearum","species"
"10080","Bolomys","genus"
"29095","Akodon azarae","species"
"29105","Calomys","genus"
"56211","Calomys laucha","species"
"56212","Calomys musculinus","species"
"3820","Cajanus","genus"
"3821","Cajanus cajan","species"
"6681","Malacostraca","class"
"29979","Isopoda","order"
"37810","Armadillidiidae","family"
"13346","Armadillidium","genus"
"13347","Armadillidium vulgare","species"
"124916","Armigeres","genus"
"317811","Armigeres","genome"
"124917","Armigeres subalbatus","species"
"43817","Culicinae","genome"
"40925","Arracacia","genus"
"264540","Arracacia xanthorrhiza","species"
"50475","Oxalis tuberosa","species"
"1453431","Ornithodoros asperus","species"
"6040","Porifera","phylum"
"6042","Demospongiae","class"
"27925","Poecilosclerida","order"
"27926","Microcionidae","family"
"458315","Artemisina","genus"
"458486","Artemisina melana","species"
"4219","Artemisia","genus"
"35608","Artemisia annua","species"
"85006","Micrococcales","order"
"1268","Micrococcaceae","family"
"1663","Arthrobacter","genus"
"1665","Arthrobacter globiformis","species"
"1771959","Arthrobacter sp. ATCC 21022","species"
"596707","Sinomonas","genus"
"37927","Sinomonas atrocyanea","species"
"1667","Arthrobacter sp.","species"
"9415","Phyllostomidae","family"
"9416","Artibeus","genus"
"9417","Artibeus jamaicensis","species"
"40230","Artibeus planirostris","species"
"53158","Lamium","genus"
"53160","Lamium amplexicaule","species"
"58643","Hypochaeris","genus"
"4264","Cynara","genus"
"4265","Cynara cardunculus","species"
"59895","Cynara cardunculus var. scolymus","genome"
"75947","Lactuca virosa","species"
"122556","Urospermum","genus"
"122557","Urospermum dalechampii","species"
"174462","Helminthotheca","genus"
"174463","Helminthotheca echioides","species"
"13464","Crepis","genus"
"268023","Crepis neglecta","species"
"3561","Spinacia","genus"
"3562","Spinacia oleracea","species"
"4089","Nicotiana debneyi","species"
"169521","Gomphrena","genus"
"221775","Gomphrena globosa","species"
"24663","Physalis","genus"
"300354","Physalis pubescens","species"
"7114","Pieridae","family"
"7115","Pieris","genus"
"64459","Pieris rapae","species"
"9362","Eulipotyphla","order"
"9373","Talpidae","family"
"106105","Urotrichus","genus"
"106106","Urotrichus talpoides","species"
"21199","Asclepias","genus"
"113195","Asclepias viridis","species"
"102210","Benincasa","genus"
"102211","Benincasa hispida","species"
"30449","Procellariiformes","order"
"52123","Oceanodroma","genus"
"126866","Oceanodroma homochroa","species"
"102107","Prunus mume","species"
"9376","Soricidae","family"
"9379","Sorex","genus"
"62280","Sorex minutus","species"
"4685","Asparagus","genus"
"4686","Asparagus officinalis","species"
"130426","Allium chinense","species"
"147545","Eurotiomycetes","class"
"5042","Eurotiales","order"
"1131492","Aspergillaceae","family"
"5052","Aspergillus","genus"
"63131","Aspergillus foetidus","species"
"746128","Aspergillus fumigatus","species"
"40380","Aspergillus ochraceus","species"
"41047","Aspergillus thermomutatus","species"
"2698737","Sar","clade"
"2836","Bacillariophyta","phylum"
"33853","Fragilariophyceae","class"
"33855","Fragilariales","order"
"33856","Fragilariaceae","family"
"33639","Asterionellopsis","genus"
"33640","Asterionellopsis glacialis","species"
"8936","Coraciiformes","order"
"56290","Coraciidae","family"
"56291","Coracias","genus"
"188338","Coracias garrulus","species"
"141291","Asystasia","genus"
"141292","Asystasia gangetica","species"
"378855","Atelidae","family"
"9506","Ateles","genus"
"9510","Ateles paniscus","species"
"9511","Ateles sp.","species"
"6683","Decapoda","order"
"37850","Parastacidae","family"
"6722","Cherax","genus"
"27406","Cherax quadricarinatus","species"
"147550","Sordariomycetes","class"
"5125","Hypocreales","order"
"34397","Clavicipitaceae","family"
"40612","Atkinsonella","genus"
"47741","Atkinsonella hypoxylon","species"
"8028","Salmo","genus"
"8030","Salmo salar","species"
"41485","Atractylodes","genus"
"265785","Atractylodes macrocephala","species"
"255475","Aurantimonadaceae","family"
"182269","Aurantimonas","genus"
"1503040","Aurantimonas sp. C5-1","species"
"2683628","Bigyra","class"
"2699528","Thraustochytrida","order"
"33674","Thraustochytriaceae","family"
"4772","Schizochytrium","genus"
"1907177","Schizochytrium sp.","species"
"35675","Pelagophyceae","class"
"54409","Pelagomonadales","order"
"44055","Aureococcus","genus"
"44056","Aureococcus anophagefferens","species"
"59189","Anopheles hinesorum","species"
"376584","Anopheles annulipes","species"
"30562","Emballonuridae","family"
"446909","Saccolaimus","genus"
"446910","Saccolaimus flaviventris","species"
"6939","Ixodidae","family"
"6944","Ixodes","genus"
"59655","Ixodes uriae","species"
"9102","Meleagris","genus"
"9103","Meleagris gallopavo","species"
"9223","Psittaciformes","order"
"1545690","Psittaculidae","family"
"13145","Melopsittacus","genus"
"13146","Melopsittacus undulatus","species"
"9224","Psittacidae","family"
"9227","Psittacula","genus"
"232655","Psittacula eupatria","species"
"9219","Piciformes","order"
"57381","Ramphastidae","family"
"91778","Pteroglossus","genus"
"285011","Pteroglossus viridis","species"
"9090","Coturnix","genus"
"93934","Coturnix japonica","species"
"9091","Coturnix coturnix","species"
"8906","Charadriiformes","order"
"8917","Scolopacidae","family"
"107376","Gallinago","genus"
"107377","Gallinago gallinago","species"
"8910","Laridae","family"
"8842","Anser","genus"
"8843","Anser anser","species"
"8929","Columbiformes","order"
"8930","Columbidae","family"
"10026","Cricetinae","genome"
"1526411","Mareca","genus"
"8838","Mareca penelope","species"
"8918","Calidris","genus"
"279940","Calidris fuscicollis","species"
"75857","Anas rubripes","species"
"8847","Anser sp.","species"
"9235","Eudyptes","genus"
"79626","Eudyptes chrysocome","species"
"8832","Aix galericulata","species"
"75839","Anas crecca","species"
"75854","Anas poecilorhyncha","species"
"9072","Phasianinae","genome"
"3432","Laurales","order"
"3433","Lauraceae","family"
"3434","Persea","genus"
"3435","Persea americana","species"
"13428","Cinnamomum","genus"
"128608","Cinnamomum verum","species"
"6544","Bivalvia","class"
"6580","Venerida","order"
"6592","Veneridae","family"
"186447","Austrovenus","genus"
"98293","Austrovenus stutchburyi","species"
"69697","Amphibolidae","family"
"158020","Amphibola","genus"
"453440","Amphibola crenata","species"
"282294","Mesodesmatidae","family"
"549455","Paphies","genus"
"549457","Paphies subtriangulata","species"
"158091","Axonopus","genus"
"217170","Axonopus compressus","species"
"1783270","FCB group","clade"
"976","Bacteroidetes","phylum"
"200643","Bacteroidia","class"
"171549","Bacteroidales","order"
"511434","Candidatus Azobacteroides","genus"
"511435","Candidatus Azobacteroides pseudotrichonymphae","species"
"204441","Rhodospirillales","order"
"2829815","Azospirillaceae","family"
"191","Azospirillum","genus"
"192","Azospirillum brasilense","species"
"3647","Caricaceae","family"
"3648","Carica","genus"
"3649","Carica papaya","species"
"262675","Vasconcellea","genus"
"35926","Vasconcellea cundinamarcensis","species"
"53922","Senna","genus"
"126820","Senna occidentalis","species"
"262696","Vasconcellea x heilbornii","species"
"9556","Papio cynocephalus","species"
"36229","Papio ursinus","species"
"9564","Theropithecus","genus"
"9565","Theropithecus gelada","species"
"1386","Bacillus","genus"
"1428","Bacillus thuringiensis","species"
"391289","Bacillus sp. 6k512","species"
"1396","Bacillus cereus","species"
"1408","Bacillus pumilus","species"
"1189615","Bacillus pumilus BL8","genome"
"1392","Bacillus anthracis","species"
"1423","Bacillus subtilis","species"
"224308","Bacillus subtilis subsp. subtilis str. 168","genome"
"29339","Bacillus thuringiensis serovar kurstaki","genome"
"2675234","Alkalihalobacillus","genus"
"1445","Alkalihalobacillus alcalophilus","species"
"1218173","Alkalihalobacillus alcalophilus ATCC 27647 = CGMCC 1.3604","genome"
"526970","Bacillus cereus BGSC 6E1","genome"
"2837485","Evansella","genus"
"79879","Evansella clarkii","species"
"86661","Bacillus cereus group","genome"
"1430","Bacillus thuringiensis serovar israelensis","genome"
"260799","Bacillus anthracis str. Sterne","genome"
"1405","Bacillus mycoides","species"
"226900","Bacillus cereus ATCC 14579","genome"
"526980","Bacillus cereus ATCC 10876","genome"
"1402","Bacillus licheniformis","species"
"261591","Bacillus anthracis str. Vollum","genome"
"1053197","Bacillus cereus BtB2-4","genome"
"2800373","Priestia","genus"
"1404","Priestia megaterium","species"
"1409","Bacillus sp. (in: Bacteria)","species"
"526977","Bacillus cereus ATCC 4342","genome"
"412694","Bacillus thuringiensis str. Al Hakam","genome"
"186822","Paenibacillaceae","family"
"44249","Paenibacillus","genus"
"1472","Paenibacillus pabuli","species"
"545693","Priestia megaterium QM B1551","genome"
"1006007","Priestia megaterium WSH-002","genome"
"334406","Bacillus cereus NC7401","genome"
"339854","Bacillus thuringiensis serovar israelensis ATCC 35646","genome"
"86029","Bacillus subtilis subsp. natto","genome"
"1434","Bacillus thuringiensis serovar berliner","genome"
"1279365","Bacillus thuringiensis serovar kurstaki str. HD73","genome"
"180856","[Bacillus thuringiensis] serovar konkukian","genome"
"564286","Bacillus subtilis str. 10","genome"
"1648923","Bacillus paralicheniformis","species"
"766760","Bacillus paralicheniformis ATCC 9945a","genome"
"2675229","Peribacillus","genus"
"1478","Peribacillus simplex","species"
"246272","Alkalihalobacillus bogoriensis","species"
"2837511","Sutcliffiella","genus"
"79882","Sutcliffiella halmapala","species"
"592022","Priestia megaterium DSM 319","genome"
"1390","Bacillus amyloliquefaciens","species"
"279010","Bacillus licheniformis DSM 13 = ATCC 14580","genome"
"315750","Bacillus pumilus SAFR-032","genome"
"535026","Bacillus subtilis subsp. subtilis NCIB 3610 = ATCC 6051 = DSM 10","genome"
"1261129","Bacillus thuringiensis serovar kurstaki str. HD-1","genome"
"527022","Bacillus thuringiensis serovar monterrey BGSC 4AJ1","genome"
"1444","Bacillus thuringiensis serovar tenebrionis","genome"
"529121","Bacillus thuringiensis serovar tenebrionis str. YBT-1765","genome"
"492670","Bacillus velezensis","species"
"326423","Bacillus velezensis FZB42","genome"
"293387","Bacillus altitudinis","species"
"84563","ant, tsetse, mealybug, aphid, etc. endosymbionts","clade"
"91347","Enterobacterales","order"
"543","Enterobacteriaceae","family"
"568987","Candidatus Hamiltonella","genus"
"138072","Candidatus Hamiltonella defensa","species"
"572265","Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum)","genome"
"204455","Rhodobacterales","order"
"2854170","Roseobacteraceae","family"
"97050","Ruegeria","genus"
"89184","Ruegeria pomeroyi","species"
"246200","Ruegeria pomeroyi DSS-3","genome"
"135623","Vibrionales","order"
"641","Vibrionaceae","family"
"662","Vibrio","genus"
"666","Vibrio cholerae","species"
"45888","Vibrio cholerae O139","genome"
"1464","Paenibacillus larvae","species"
"561","Escherichia","genus"
"562","Escherichia coli","species"
"83333","Escherichia coli K-12","genome"
"498388","Escherichia coli C","genome"
"72274","Pseudomonadales","order"
"135621","Pseudomonadaceae","family"
"286","Pseudomonas","genus"
"317","Pseudomonas syringae","species"
"321","Pseudomonas syringae pv. syringae","genome"
"251701","Pseudomonas syringae group genomosp. 3","species"
"323","Pseudomonas syringae pv. tomato","genome"
"620","Shigella","genus"
"624","Shigella sonnei","species"
"544","Citrobacter","genus"
"67825","Citrobacter rodentium","species"
"511145","Escherichia coli str. K-12 substr. MG1655","genome"
"815","Bacteroidaceae","family"
"816","Bacteroides","genus"
"817","Bacteroides fragilis","species"
"329854","Bacteroides intestinalis","species"
"371601","Bacteroides xylanisolvens","species"
"818","Bacteroides thetaiotaomicron","species"
"226186","Bacteroides thetaiotaomicron VPI-5482","genome"
"9661","Meles","genus"
"9662","Meles meles","species"
"7177","Culex tarsalis","species"
"162997","Culex annulirostris","species"
"162998","Culex sitiens","species"
"310513","Ochlerotatus sollicitans","species"
"34984","Pythonidae","family"
"37579","Python","genus"
"51751","Python regius","species"
"42427","Culex erraticus","species"
"38605","Didelphimorphia","order"
"9265","Didelphidae","family"
"9266","Didelphis","genus"
"9267","Didelphis virginiana","species"
"4581","Bambusa","genus"
"58923","Bambusa oldhamii","species"
"58168","Bambusa vulgaris","species"
"337664","Spalacidae","family"
"53274","Rhizomys","genus"
"53275","Rhizomys pruinosus","species"
"89151","Musa x paradisiaca","species"
"214693","Musa ABB Group","genome"
"46838","Musa sp.","species"
"9343","Perameles","genus"
"120735","Perameles bougainville","species"
"37888","Isoodon","genus"
"65612","Isoodon obesulus","species"
"10053","Microtus","genus"
"47230","Microtus arvalis","species"
"447134","Myodes","genus"
"447135","Myodes glareolus","species"
"7178","Culex tritaeniorhynchus","species"
"182211","Culex annulus","species"
"30639","Mastomys","genus"
"10112","Mastomys natalensis","species"
"36483","Cricetinae gen. sp.","species"
"1678250","Culex rubinotus","species"
"58024","Spermatophyta","genome"
"40829","Barbus","genus"
"40830","Barbus barbus","species"
"98391","Barbus fluviatilis","species"
"8252","Pleuronectiformes","order"
"171414","Paralichthyidae","family"
"8254","Paralichthys","genus"
"8255","Paralichthys olivaceus","species"
"8256","Pleuronectidae","family"
"8266","Hippoglossus","genus"
"8267","Hippoglossus hippoglossus","species"
"8043","Gadiformes","order"
"8045","Gadidae","family"
"8048","Gadus","genus"
"80720","Gadus macrocephalus","species"
"82365","Verasper","genus"
"98923","Verasper moseri","species"
"7042","Curculionidae","family"
"77156","Dendroctonus","genus"
"77160","Dendroctonus brevicomis","species"
"77166","Dendroctonus ponderosae","species"
"4496","Avena","genus"
"4498","Avena sativa","species"
"4544","Poa","genus"
"568969","Poa cookii","species"
"4520","Lolium","genus"
"4521","Lolium multiflorum","species"
"4522","Lolium perenne","species"
"4527","Oryza","genus"
"4530","Oryza sativa","species"
"4549","Secale","genus"
"4550","Secale cereale","species"
"4575","Zea","genus"
"4577","Zea mays","species"
"146531","Avena byzantina","species"
"33362","Delphacidae","family"
"195882","Laodelphax","genus"
"195883","Laodelphax striatellus","species"
